epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,10901.1,1.03374,1.41628,1.78021,0.68997,0.63683,0.66861,0.37171,1.29312,1.07311,1.85335,0.00010496,0.00010496,0.00010496
26,11338.9,1.03638,1.41592,1.78047,0.67412,0.63457,0.66342,0.37774,1.26813,1.07628,1.82706,0.000101,0.000101,0.000101
27,11775.3,1.04244,1.41838,1.78261,0.69162,0.63184,0.6644,0.37662,1.27861,1.07097,1.83828,9.704e-05,9.704e-05,9.704e-05
28,12214.9,1.03341,1.42631,1.77531,0.68294,0.63011,0.66358,0.37827,1.26178,1.07937,1.82261,9.308e-05,9.308e-05,9.308e-05
29,12651.9,1.03138,1.40063,1.76647,0.6972,0.62598,0.66361,0.37522,1.27709,1.07978,1.84096,8.912e-05,8.912e-05,8.912e-05
30,13088.5,1.03139,1.40841,1.77619,0.68904,0.62546,0.6599,0.37341,1.27433,1.08589,1.83657,8.516e-05,8.516e-05,8.516e-05
31,13523.8,1.02492,1.39161,1.76315,0.67535,0.62067,0.65978,0.37305,1.27535,1.08312,1.83907,8.12e-05,8.12e-05,8.12e-05
32,13959.8,1.02548,1.38942,1.76387,0.6876,0.63123,0.6617,0.38093,1.25108,1.07597,1.81108,7.724e-05,7.724e-05,7.724e-05
33,14397,1.03216,1.40702,1.76894,0.69279,0.61673,0.66067,0.37837,1.26157,1.0659,1.82587,7.328e-05,7.328e-05,7.328e-05
34,14834.3,1.03434,1.40496,1.76511,0.6842,0.62791,0.66237,0.37916,1.27096,1.06539,1.83597,6.932e-05,6.932e-05,6.932e-05
35,15272,1.02877,1.4096,1.77196,0.68133,0.63349,0.66659,0.37907,1.26682,1.06572,1.83252,6.536e-05,6.536e-05,6.536e-05
36,15709.3,1.04023,1.41468,1.77202,0.69681,0.6231,0.6626,0.37685,1.27489,1.07943,1.84247,6.14e-05,6.14e-05,6.14e-05
37,16147.5,1.02639,1.41951,1.7627,0.69275,0.62983,0.66367,0.38094,1.25608,1.06626,1.81962,5.744e-05,5.744e-05,5.744e-05
38,16584.7,1.02242,1.38534,1.75842,0.6927,0.63059,0.6658,0.38659,1.24312,1.05356,1.8062,5.348e-05,5.348e-05,5.348e-05
39,17024.9,1.01735,1.3964,1.75417,0.69267,0.62565,0.66637,0.38681,1.24008,1.05734,1.80504,4.952e-05,4.952e-05,4.952e-05
40,17463.6,1.03286,1.38751,1.76874,0.68677,0.64293,0.66867,0.385,1.24505,1.05534,1.80884,4.556e-05,4.556e-05,4.556e-05
41,17943.3,0.84741,0.88556,1.65697,0.69385,0.63359,0.66489,0.38317,1.23129,1.07953,1.79672,4.16e-05,4.16e-05,4.16e-05
42,18377.7,0.84511,0.86381,1.65099,0.69732,0.63187,0.66433,0.3869,1.22382,1.07646,1.79183,3.764e-05,3.764e-05,3.764e-05
43,18815.9,0.84428,0.86778,1.65289,0.70062,0.63032,0.6651,0.39039,1.21093,1.06973,1.7763,3.368e-05,3.368e-05,3.368e-05
44,19249.8,0.84735,0.86068,1.64747,0.70128,0.63244,0.66447,0.38856,1.2088,1.06505,1.77787,2.972e-05,2.972e-05,2.972e-05
45,19685.3,0.84725,0.84887,1.65468,0.69447,0.62665,0.66565,0.39456,1.1943,1.05776,1.76175,2.576e-05,2.576e-05,2.576e-05
46,20120.7,0.85212,0.85794,1.65944,0.69535,0.62467,0.6652,0.39423,1.1971,1.06601,1.76705,2.18e-05,2.18e-05,2.18e-05
47,20555.4,0.83984,0.84428,1.64421,0.69991,0.63278,0.66579,0.39532,1.1972,1.05913,1.76452,1.784e-05,1.784e-05,1.784e-05
48,20990.5,0.84712,0.84869,1.65375,0.69698,0.63059,0.66651,0.3953,1.19168,1.05647,1.7575,1.388e-05,1.388e-05,1.388e-05
49,21424.8,0.84025,0.8495,1.65415,0.69482,0.63118,0.66598,0.39454,1.19577,1.06321,1.7637,9.92e-06,9.92e-06,9.92e-06
50,21860.1,0.84146,0.84944,1.65307,0.69785,0.62926,0.66503,0.39653,1.18865,1.06238,1.75997,5.96e-06,5.96e-06,5.96e-06
