epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,29273.2,0.78312,0.82254,1.23519,0.71719,0.62432,0.67772,0.55869,0.67407,0.86435,1.23557,0.0003466,0.0003466,0.0003466
68,29704.9,0.77182,0.81754,1.22853,0.70099,0.62246,0.67235,0.55488,0.67183,0.85606,1.23588,0.0003367,0.0003367,0.0003367
69,30135.5,0.76671,0.81519,1.22686,0.70899,0.6262,0.67249,0.55919,0.65779,0.85386,1.23658,0.0003268,0.0003268,0.0003268
70,30569.7,0.76533,0.82197,1.23202,0.67257,0.63495,0.67672,0.56377,0.66783,0.84935,1.23381,0.0003169,0.0003169,0.0003169
71,31003.4,0.77521,0.82354,1.23366,0.68219,0.63539,0.67023,0.55687,0.67407,0.85729,1.23905,0.000307,0.000307,0.000307
72,31435.7,0.76154,0.81856,1.22106,0.69694,0.62796,0.66832,0.55379,0.6731,0.85299,1.23452,0.0002971,0.0002971,0.0002971
73,31868.1,0.76011,0.8164,1.23015,0.68524,0.6335,0.67125,0.55628,0.66201,0.86038,1.2273,0.0002872,0.0002872,0.0002872
74,32301.5,0.75876,0.80162,1.22647,0.66132,0.6402,0.67577,0.55559,0.67571,0.84008,1.23962,0.0002773,0.0002773,0.0002773
75,32733.4,0.74461,0.78525,1.21476,0.69863,0.63355,0.68289,0.56108,0.66184,0.82748,1.22659,0.0002674,0.0002674,0.0002674
76,33166.3,0.754,0.78775,1.22172,0.70363,0.62493,0.6789,0.56182,0.66507,0.83752,1.23077,0.0002575,0.0002575,0.0002575
77,33597.5,0.74599,0.77223,1.21079,0.66787,0.65034,0.68045,0.56306,0.65847,0.84007,1.22079,0.0002476,0.0002476,0.0002476
78,34031.1,0.74381,0.78042,1.21264,0.69548,0.62731,0.67588,0.55721,0.65798,0.86052,1.21892,0.0002377,0.0002377,0.0002377
79,34466,0.74957,0.7836,1.2169,0.6998,0.62221,0.67393,0.55694,0.6636,0.85982,1.22763,0.0002278,0.0002278,0.0002278
80,34903.7,0.7402,0.76317,1.20692,0.68985,0.62981,0.66965,0.55361,0.65936,0.87538,1.2291,0.0002179,0.0002179,0.0002179
81,35342,0.75029,0.78207,1.21917,0.6943,0.62472,0.67171,0.55547,0.65229,0.88454,1.2159,0.000208,0.000208,0.000208
82,35783,0.74482,0.76791,1.21163,0.6926,0.63995,0.67506,0.56072,0.65145,0.85186,1.21529,0.0001981,0.0001981,0.0001981
83,36218.9,0.73681,0.75168,1.2115,0.70504,0.61968,0.6751,0.55953,0.6585,0.86653,1.21951,0.0001882,0.0001882,0.0001882
84,36660.9,0.74703,0.76888,1.21833,0.68672,0.63749,0.67221,0.55782,0.65755,0.86921,1.22139,0.0001783,0.0001783,0.0001783
85,37096.9,0.73269,0.75953,1.2104,0.6923,0.64849,0.6835,0.5647,0.66421,0.83836,1.22265,0.0001684,0.0001684,0.0001684
86,37533.3,0.73395,0.75172,1.21046,0.71652,0.62823,0.68179,0.56698,0.66202,0.8431,1.21834,0.0001585,0.0001585,0.0001585
87,37973.3,0.73622,0.75538,1.20901,0.69948,0.63118,0.68068,0.56315,0.66564,0.85252,1.22284,0.0001486,0.0001486,0.0001486
88,38414.6,0.72105,0.74674,1.19578,0.70052,0.63129,0.67787,0.56164,0.66111,0.84377,1.22315,0.0001387,0.0001387,0.0001387
89,38871.5,0.72481,0.74953,1.20028,0.68222,0.64937,0.68231,0.56569,0.65125,0.8403,1.21395,0.0001288,0.0001288,0.0001288
90,39317.2,0.72247,0.74011,1.20154,0.70556,0.63438,0.68001,0.56224,0.65388,0.85584,1.21997,0.0001189,0.0001189,0.0001189
91,39874.7,0.60959,0.57341,1.17396,0.69951,0.63301,0.67805,0.56058,0.6563,0.86833,1.2262,0.000109,0.000109,0.000109
92,40369.8,0.61078,0.55823,1.17628,0.71429,0.62017,0.67644,0.56137,0.65701,0.87693,1.22821,9.91e-05,9.91e-05,9.91e-05
93,40808.5,0.60194,0.54914,1.17377,0.69564,0.63859,0.6741,0.55863,0.65932,0.88512,1.22697,8.92e-05,8.92e-05,8.92e-05
94,41247.2,0.59853,0.54459,1.17283,0.69587,0.63082,0.67348,0.55761,0.66003,0.88299,1.22865,7.93e-05,7.93e-05,7.93e-05
95,41680.4,0.59136,0.53167,1.15869,0.71889,0.61533,0.67397,0.5599,0.65889,0.88685,1.2285,6.94e-05,6.94e-05,6.94e-05
96,42112.2,0.592,0.52825,1.16378,0.72179,0.61543,0.67514,0.56088,0.6557,0.87957,1.22406,5.95e-05,5.95e-05,5.95e-05
97,42588.1,0.58846,0.52801,1.16043,0.70503,0.63316,0.67579,0.56122,0.65712,0.88104,1.22567,4.96e-05,4.96e-05,4.96e-05
98,43063.4,0.58405,0.52476,1.15647,0.70627,0.63353,0.67655,0.56282,0.65591,0.88128,1.22553,3.97e-05,3.97e-05,3.97e-05
99,43569.9,0.58451,0.50954,1.15347,0.70496,0.63101,0.67736,0.56276,0.65949,0.88176,1.22939,2.98e-05,2.98e-05,2.98e-05
100,49391.5,0.57977,0.51538,1.15697,0.70583,0.63727,0.67515,0.55966,0.66018,0.88268,1.23034,1.99e-05,1.99e-05,1.99e-05
